Formula,Space Group,Band Gap,a,b,c,a=b
BaH6C4O7,P-1,2.6621,8.176,8.8572,26.852,FALSE
LaPb6BrO7,Pmma,2.1613,8.1772,9.5766,27.455,FALSE
Ba2LiN,P-4m2,0,8.1798,8.1798,26.784,TRUE
SiBr4,P1,3.949,8.18,7.984,22.639,FALSE
Ge(PbS2)2,P2_1/c,1.9672,8.1813,10.923,28.037,FALSE
Mn2I7,P2/c,0,8.1825,13.371,23.69,FALSE
CI4,P1,0.6322,8.187,6.7245,22.347,FALSE
TeI,Pmma,0.8259,8.1871,9.9862,24.867,FALSE
AgPb4ClO4,P4/n,2.8222,8.1938,8.1938,26.38,TRUE
KB(CO2)4,Pmma,2.9249,8.2012,11.038,22.838,FALSE
CdBr2,P-4m2,3.0964,8.2184,8.2184,26.753,TRUE
SbBr3,P2_1/c,2.6705,8.2275,9.9973,24.869,FALSE
MgFe4O9,P2/c,0.0064,8.2285,8.5804,27.049,FALSE
SbI4,P-1,0,8.23,6.6099,23.187,FALSE
HgBr2,P-4m2,2.0802,8.2428,8.2428,26.753,TRUE
VRh3,P3m1,0,8.2434,8.2482,24.03,FALSE
Re2I7,Pc,0.0282,8.2468,11.956,23.689,FALSE
MgCo4O9,Pc,0.0162,8.2524,8.3846,26.25,FALSE
Sb2S2O,P-1,1.8598,8.2524,11.032,23.479,FALSE
PCl3,P2_1/c,3.8724,8.2554,9.5347,24.56,FALSE
Fe4Se5,P2/c,0.2705,8.2562,8.2287,22.534,FALSE
InBi5,Pmc2_1,0.0551,8.262,14.129,26.806,FALSE
GeSb3,P-3m1,0,8.2648,8.2646,21.68,TRUE
Mn3(SeO3)4,P-1,0.9491,8.27,10.127,26.2,FALSE
TlBi5,Pmc2_1,0.0927,8.2825,14.245,26.806,FALSE
I3N,P2_1/c,0.6439,8.289,10.073,24.583,FALSE
BiTe,P2_1/c,0.199,8.2904,7.5181,22.075,FALSE
Zn3P2,P-4m2,1.4536,8.2993,8.2993,28.068,TRUE
Y3I7O,P3m1,2.5761,8.2997,8.2993,23.609,TRUE
B2(CN2)3,P321,2.6229,8.3012,8.2983,20.997,FALSE
Li3Sb2(PO4)3,C2,3.9374,8.3076,8.3076,25.624,TRUE
Cr4O9,P4/n,0.4052,8.3078,8.3076,24.343,TRUE
Os4S5,P-1,0,8.3109,8.3532,22.535,FALSE
In2Te3,P1,0.3266,8.3322,8.4899,38.817,FALSE
B2S,P1,0.5693,8.3382,8.0858,23.541,FALSE
V4O9,P4/n,0.0038,8.3438,8.3438,24.323,TRUE
Ru4S5,P4/n,0,8.3581,8.3433,22.535,FALSE
K2GeTe4,P2_1/c,1.0579,8.3683,9.9191,30.765,FALSE
AlBi5,Pmc2_1,0,8.3687,13.545,26.806,FALSE
CaBr2,P-1,4.8938,8.3725,8.4166,23.513,FALSE
PBr3,P2_1/c,3.0828,8.3758,10.121,24.875,FALSE
ZnI2,P-4m2,2.9327,8.3787,8.3944,26.753,FALSE
Re2S2O13,Pba2,2.3877,8.3792,9.7004,24.503,FALSE
ZrI4,P-1,1.7218,8.3839,7.1279,22.732,FALSE
MgV4O9,P4/n,2.0792,8.402,8.402,26.632,TRUE
InP,P4/mbm,0.188,8.4107,8.4107,"20.0,""",TRUE
Zr(IO3)4,P4/n,3.3015,8.4127,8.4127,26.72,TRUE
V4ZnO9,P4/n,1.8299,8.415,8.415,26.514,TRUE
MgCr4O9,P4/n,0.8168,8.4159,8.4159,26.164,TRUE
ZnCo4O9,P2/c,0.0377,8.4248,8.2311,24.522,FALSE
ZnCr4O9,P4/n,0.7474,8.425,8.425,25.463,TRUE
V2Ni(PO5)2,P2_1/c,2.8908,8.4295,8.664,26.136,FALSE
AsI3,P2_1/c,1.8704,8.4373,10.949,24.538,FALSE
CaCr4O9,P4/n,0.8074,8.4606,8.4607,26.564,TRUE
Si3N4,Amm2,0,8.4617,8.4619,20,TRUE
Te6MoBr3,P-1,1.1226,8.4772,17.071,30.566,FALSE
GaSb3,P-3m1,0.3806,8.4794,8.4794,21.198,TRUE
Te3Cl2,P2_1/c,1.367,8.4896,13.136,24.228,FALSE
Nb2Te4Cl10O,P-1,1.2578,8.4987,11.18,24.808,FALSE
MgTi4O9,P4/n,2.7488,8.5006,8.5006,26.165,TRUE
Mn3OF6,P-1,0.6662,8.5042,8.5021,22.167,FALSE
Tl2Te2O5,P2_1/c,3.1308,8.506,12.047,26.504,FALSE
ZnFe4O9,P-1,0,8.5078,8.4685,23.806,FALSE
AlSb3,P-3m1,0.3897,8.5098,8.5098,21.198,TRUE
MgMn4O9,P4/n,0.1588,8.51,8.5101,25.605,TRUE
Sn4SF6,Pmn2_1,3.2703,8.5129,8.5082,24.16,FALSE
Te3(PdBr)4,P-1,0.7376,8.519,10.124,27.212,FALSE
Sr2Ge,P4/nmm,0.0062,8.5242,8.5226,28.824,FALSE
CaTi4O9,P4/n,2.9668,8.5255,8.5255,26.682,TRUE
Ti4ZnO9,P4/n,2.7057,8.5376,8.5376,25.494,TRUE
Mn4ZnO9,P4/n,0,8.5405,8.5409,24.336,TRUE
SbI3,P2_1/c,2.109,8.5435,11.03,24.734,FALSE
Sr2Si,P4/nmm,0.0133,8.5671,8.5709,28.824,FALSE
SrCl2,P-1,5.4516,8.5738,8.6356,23.519,FALSE
Hg4AsI5,P4/nbm,1.2032,8.5803,8.5803,26.884,TRUE
La2Si(IO2)2,P2_1/c,3.0927,8.5808,8.4864,28.088,FALSE
PI3,P2_1/c,1.9425,8.5989,10.935,24.542,FALSE
Ru4Se5,P4/n,0,8.6096,8.6112,22.535,FALSE
Zn3As2,P-4m2,0.8138,8.6151,8.6151,25.781,TRUE
Os4Se5,P4/n,0.0139,8.6193,8.6219,22.535,FALSE
Ca2MgSi2O7,P-42_1m,3.1476,8.6309,8.6309,18.178,TRUE
